Metabolite	Clone1	Clone2	log2FC	plotContrast	Regulation	AnalysisMode	Method	Posthoc	statistic	ANOVA_p.value	ANOVA_padj	pvalue_posthoc	Deregulation
4.443/214.06536	AC9.1	AC9.2	-0.17545	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	5.691858871817419	0.02198928206294775	1	0.02672369168491618	No
3.670/214.06564	AC9.1	E30	-2.3542	AC9.1 vs E30	Down-regulated	HILIC_Positive	ANOVA	Tukey's test	13.106906507351631	0.00186916081205769	1	0.00833290632875451	Down-regulated
3.670/214.06564	AC9.2	E30	-2.2364	AC9.2 vs E30	Down-regulated	HILIC_Positive	ANOVA	Tukey's test	13.106906507351631	0.00186916081205769	1	0.00980576457676478	Down-regulated
3.670/214.06564	AC9.3	E30	-0.18787	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	13.106906507351631	0.00186916081205769	1	1	No
3.670/214.06564	AC9.1	AC9.3	-2.1663	AC9.1 vs AC9.3	Down-regulated	HILIC_Positive	ANOVA	Tukey's test	13.106906507351631	0.00186916081205769	1	0.01017830393103065	Down-regulated
3.670/214.06564	AC9.2	AC9.3	-2.0485	AC9.2 vs AC9.3	Down-regulated	HILIC_Positive	ANOVA	Tukey's test	13.106906507351631	0.00186916081205769	1	0.01097566574739813	Down-regulated
3.670/214.06564	AC9.1	AC9.2	-0.11775	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	13.106906507351631	0.00186916081205769	1	1	No
5.828/214.07201	AC9.1	E30	0.16869	AC9.1 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	21.25085364367085	3.6291258953795904e-4	0.6162255770354544	0.19300536440151417	No
5.828/214.07201	AC9.2	E30	-0.067053	AC9.2 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	21.25085364367085	3.6291258953795904e-4	0.6162255770354544	0.45503804500783407	No
5.828/214.07201	AC9.3	E30	-0.51386	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	21.25085364367085	3.6291258953795904e-4	0.6162255770354544	0.00212792122023657	No
5.828/214.07201	AC9.1	AC9.3	0.68255999999999994	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	21.25085364367085	3.6291258953795904e-4	0.6162255770354544	3.645175914132899e-4	No
5.828/214.07201	AC9.2	AC9.3	0.44681	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	21.25085364367085	3.6291258953795904e-4	0.6162255770354544	0.00436194288994701	No
5.828/214.07201	AC9.1	AC9.2	0.23575	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	21.25085364367085	3.6291258953795904e-4	0.6162255770354544	0.08538206180933586	No
5.518/214.96190	AC9.1	E30	-0.1237	AC9.1 vs E30	No	HILIC_Positive	ANOVA	NA	2.8593617667122	0.10436137125425148	1	1	No
5.518/214.96190	AC9.2	E30	-0.10704	AC9.2 vs E30	No	HILIC_Positive	ANOVA	NA	2.8593617667122	0.10436137125425148	1	1	No
5.518/214.96190	AC9.3	E30	-0.025017	AC9.3 vs E30	No	HILIC_Positive	ANOVA	NA	2.8593617667122	0.10436137125425148	1	1	No
5.518/214.96190	AC9.1	AC9.3	-0.098686	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	NA	2.8593617667122	0.10436137125425148	1	1	No
5.518/214.96190	AC9.2	AC9.3	-0.082026	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	NA	2.8593617667122	0.10436137125425148	1	1	No
5.518/214.96190	AC9.1	AC9.2	-0.01666	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	NA	2.8593617667122	0.10436137125425148	1	1	No
1.105/215.03366	AC9.1	E30	0.16652	AC9.1 vs E30	No	HILIC_Positive	ANOVA	NA	1.8492314709688296	0.216496805630182	1	1	No
1.105/215.03366	AC9.2	E30	0.27959	AC9.2 vs E30	No	HILIC_Positive	ANOVA	NA	1.8492314709688296	0.216496805630182	1	1	No
1.105/215.03366	AC9.3	E30	-0.070953	AC9.3 vs E30	No	HILIC_Positive	ANOVA	NA	1.8492314709688296	0.216496805630182	1	1	No
1.105/215.03366	AC9.1	AC9.3	0.23747	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	NA	1.8492314709688296	0.216496805630182	1	1	No
1.105/215.03366	AC9.2	AC9.3	0.35055	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	NA	1.8492314709688296	0.216496805630182	1	1	No
1.105/215.03366	AC9.1	AC9.2	-0.11307	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	NA	1.8492314709688296	0.216496805630182	1	1	No
0.778/215.14020	AC9.1	E30	-0.068505	AC9.1 vs E30	No	HILIC_Positive	ANOVA	NA	1.3602681304356143	0.3225299941969707	1	1	No
0.778/215.14020	AC9.2	E30	0.45051	AC9.2 vs E30	No	HILIC_Positive	ANOVA	NA	1.3602681304356143	0.3225299941969707	1	1	No
0.778/215.14020	AC9.3	E30	0.11208	AC9.3 vs E30	No	HILIC_Positive	ANOVA	NA	1.3602681304356143	0.3225299941969707	1	1	No
0.778/215.14020	AC9.1	AC9.3	-0.18059	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	NA	1.3602681304356143	0.3225299941969707	1	1	No
0.778/215.14020	AC9.2	AC9.3	0.33842	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	NA	1.3602681304356143	0.3225299941969707	1	1	No
0.778/215.14020	AC9.1	AC9.2	-0.51901	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	NA	1.3602681304356143	0.3225299941969707	1	1	No
0.566/215.14443	AC9.1	E30	-0.15438	AC9.1 vs E30	No	HILIC_Positive	ANOVA	NA	1.6129458499545994	0.26146592664172663	1	1	No
0.566/215.14443	AC9.2	E30	-0.23689	AC9.2 vs E30	No	HILIC_Positive	ANOVA	NA	1.6129458499545994	0.26146592664172663	1	1	No
0.566/215.14443	AC9.3	E30	-0.017285	AC9.3 vs E30	No	HILIC_Positive	ANOVA	NA	1.6129458499545994	0.26146592664172663	1	1	No
0.566/215.14443	AC9.1	AC9.3	-0.1371	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	NA	1.6129458499545994	0.26146592664172663	1	1	No
0.566/215.14443	AC9.2	AC9.3	-0.21961	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	NA	1.6129458499545994	0.26146592664172663	1	1	No
0.566/215.14443	AC9.1	AC9.2	0.08251	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	NA	1.6129458499545994	0.26146592664172663	1	1	No
5.310/215.64912	AC9.1	E30	1.547	AC9.1 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	169.91368109142002	1.3941478379947526e-7	2.36726302891509e-4	1.902453304360655e-6	No
5.310/215.64912	AC9.2	E30	0.42112	AC9.2 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	169.91368109142002	1.3941478379947526e-7	2.36726302891509e-4	0.00376711292298228	No
5.310/215.64912	AC9.3	E30	2.1102	AC9.3 vs E30	Up-regulated	HILIC_Positive	ANOVA	Tukey's test	169.91368109142002	1.3941478379947526e-7	2.36726302891509e-4	2.510301734035417e-7	Up-regulated
5.310/215.64912	AC9.1	AC9.3	-0.56322	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	169.91368109142002	1.3941478379947526e-7	2.36726302891509e-4	0.0013975777862256	No
5.310/215.64912	AC9.2	AC9.3	-1.6891	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	169.91368109142002	1.3941478379947526e-7	2.36726302891509e-4	1.2264127237097208e-6	No
5.310/215.64912	AC9.1	AC9.2	1.1259	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	169.91368109142002	1.3941478379947526e-7	2.36726302891509e-4	1.6882150002111906e-5	No
5.521/215.95892	AC9.1	E30	-0.17077	AC9.1 vs E30	No	HILIC_Positive	ANOVA	NA	1.754572652314945	0.23329655439981703	1	1	No
5.521/215.95892	AC9.2	E30	-0.093041	AC9.2 vs E30	No	HILIC_Positive	ANOVA	NA	1.754572652314945	0.23329655439981703	1	1	No
5.521/215.95892	AC9.3	E30	-0.038627	AC9.3 vs E30	No	HILIC_Positive	ANOVA	NA	1.754572652314945	0.23329655439981703	1	1	No
5.521/215.95892	AC9.1	AC9.3	-0.13214	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	NA	1.754572652314945	0.23329655439981703	1	1	No
5.521/215.95892	AC9.2	AC9.3	-0.054414	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	NA	1.754572652314945	0.23329655439981703	1	1	No
5.521/215.95892	AC9.1	AC9.2	-0.077725	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	NA	1.754572652314945	0.23329655439981703	1	1	No
1.169/215.97905	AC9.1	E30	1.1527	AC9.1 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	22.21737953091423	3.103193271509353e-4	0.5269222175022881	2.8648952393496113e-4	No
1.169/215.97905	AC9.2	E30	0.82478	AC9.2 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	22.21737953091423	3.103193271509353e-4	0.5269222175022881	0.00222121027727909	No
1.169/215.97905	AC9.3	E30	0.68039	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	22.21737953091423	3.103193271509353e-4	0.5269222175022881	0.00598088344082325	No
1.169/215.97905	AC9.1	AC9.3	0.47231	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	22.21737953091423	3.103193271509353e-4	0.5269222175022881	0.03913173737305286	No
1.169/215.97905	AC9.2	AC9.3	0.14439	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	22.21737953091423	3.103193271509353e-4	0.5269222175022881	0.3484184839781156	No
1.169/215.97905	AC9.1	AC9.2	0.32791	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	22.21737953091423	3.103193271509353e-4	0.5269222175022881	0.12141569770589727	No
4.670/216.06571	AC9.1	E30	0.85183	AC9.1 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	9.584966242832122	0.00501831475808365	1	0.02374339430930242	No
4.670/216.06571	AC9.2	E30	0.17632	AC9.2 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	9.584966242832122	0.00501831475808365	1	0.4721469406161884	No
4.670/216.06571	AC9.3	E30	-0.28535	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	9.584966242832122	0.00501831475808365	1	0.4721469406161884	No
4.670/216.06571	AC9.1	AC9.3	1.1372	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	9.584966242832122	0.00501831475808365	1	0.00524644671259078	No
4.670/216.06571	AC9.2	AC9.3	0.46167	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	9.584966242832122	0.00501831475808365	1	0.18635734370765863	No
4.670/216.06571	AC9.1	AC9.2	0.67551	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	9.584966242832122	0.00501831475808365	1	0.07007647779296593	No
3.677/216.08263	AC9.1	E30	-1.0894	AC9.1 vs E30	No	HILIC_Positive	ANOVA	NA	2.1777910764561392	0.16851125773238712	1	1	No
3.677/216.08263	AC9.2	E30	-1.339	AC9.2 vs E30	No	HILIC_Positive	ANOVA	NA	2.1777910764561392	0.16851125773238712	1	1	No
3.677/216.08263	AC9.3	E30	-0.86167	AC9.3 vs E30	No	HILIC_Positive	ANOVA	NA	2.1777910764561392	0.16851125773238712	1	1	No
3.677/216.08263	AC9.1	AC9.3	-0.22776	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	NA	2.1777910764561392	0.16851125773238712	1	1	No
3.677/216.08263	AC9.2	AC9.3	-0.47729	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	NA	2.1777910764561392	0.16851125773238712	1	1	No
3.677/216.08263	AC9.1	AC9.2	0.24953	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	NA	2.1777910764561392	0.16851125773238712	1	1	No
2.349/216.12342	AC9.1	E30	6.7821	AC9.1 vs E30	Up-regulated	HILIC_Positive	ANOVA	Tukey's test	20.872155423022004	3.86531222429877e-4	0.6563300156859312	0.00177884727458264	Up-regulated
2.349/216.12342	AC9.2	E30	-5.5358	AC9.2 vs E30	Down-regulated	HILIC_Positive	ANOVA	Tukey's test	20.872155423022004	3.86531222429877e-4	0.6563300156859312	0.18438804805533743	No
2.349/216.12342	AC9.3	E30	1.1378	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	20.872155423022004	3.86531222429877e-4	0.6563300156859312	0.06812967963709661	No
2.349/216.12342	AC9.1	AC9.3	5.6443	AC9.1 vs AC9.3	Up-regulated	HILIC_Positive	ANOVA	Tukey's test	20.872155423022004	3.86531222429877e-4	0.6563300156859312	0.02967519905357548	Up-regulated
2.349/216.12342	AC9.2	AC9.3	-6.6736	AC9.2 vs AC9.3	Down-regulated	HILIC_Positive	ANOVA	Tukey's test	20.872155423022004	3.86531222429877e-4	0.6563300156859312	0.01569538842105028	Down-regulated
2.349/216.12342	AC9.1	AC9.2	12.318	AC9.1 vs AC9.2	Up-regulated	HILIC_Positive	ANOVA	Tukey's test	20.872155423022004	3.86531222429877e-4	0.6563300156859312	4.716612385026815e-4	Up-regulated
4.324/216.17246	AC9.1	E30	-1.4262	AC9.1 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	65.54346235137062	5.6581926620311e-6	0.0096076111401288	2.1448332523828865e-5	No
4.324/216.17246	AC9.2	E30	-1.6688	AC9.2 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	65.54346235137062	5.6581926620311e-6	0.0096076111401288	7.431625574142451e-6	No
4.324/216.17246	AC9.3	E30	-0.83592	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	65.54346235137062	5.6581926620311e-6	0.0096076111401288	7.894466030632902e-4	No
4.324/216.17246	AC9.1	AC9.3	-0.59028	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	65.54346235137062	5.6581926620311e-6	0.0096076111401288	0.00402034271969602	No
4.324/216.17246	AC9.2	AC9.3	-0.83289	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	65.54346235137062	5.6581926620311e-6	0.0096076111401288	7.894466030632902e-4	No
4.324/216.17246	AC9.1	AC9.2	0.24261	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	65.54346235137062	5.6581926620311e-6	0.0096076111401288	0.08817343451265558	No
5.448/216.20789	AC9.1	E30	-0.26041	AC9.1 vs E30	No	HILIC_Positive	ANOVA	NA	0.6158729853608595	0.6238252468517077	1	1	No
5.448/216.20789	AC9.2	E30	1.5994	AC9.2 vs E30	No	HILIC_Positive	ANOVA	NA	0.6158729853608595	0.6238252468517077	1	1	No
5.448/216.20789	AC9.3	E30	1.1271	AC9.3 vs E30	No	HILIC_Positive	ANOVA	NA	0.6158729853608595	0.6238252468517077	1	1	No
5.448/216.20789	AC9.1	AC9.3	-1.3875	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	NA	0.6158729853608595	0.6238252468517077	1	1	No
5.448/216.20789	AC9.2	AC9.3	0.47229	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	NA	0.6158729853608595	0.6238252468517077	1	1	No
5.448/216.20789	AC9.1	AC9.2	-1.8598	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	NA	0.6158729853608595	0.6238252468517077	1	1	No
0.710/216.23345	AC9.1	E30	3.1439	AC9.1 vs E30	Up-regulated	HILIC_Positive	ANOVA	Tukey's test	36.77012638414948	5.003634223308088e-5	0.08496170911177132	5.682846204658234e-5	Up-regulated
0.710/216.23345	AC9.2	E30	0.95735	AC9.2 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	36.77012638414948	5.003634223308088e-5	0.08496170911177132	0.03998003804919103	No
0.710/216.23345	AC9.3	E30	0.51031	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	36.77012638414948	5.003634223308088e-5	0.08496170911177132	0.19332206880868305	No
0.710/216.23345	AC9.1	AC9.3	2.6336	AC9.1 vs AC9.3	Up-regulated	HILIC_Positive	ANOVA	Tukey's test	36.77012638414948	5.003634223308088e-5	0.08496170911177132	2.2382225963319972e-4	Up-regulated
0.710/216.23345	AC9.2	AC9.3	0.44704	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	36.77012638414948	5.003634223308088e-5	0.08496170911177132	0.23582807311227008	No
0.710/216.23345	AC9.1	AC9.2	2.1865	AC9.1 vs AC9.2	Up-regulated	HILIC_Positive	ANOVA	Tukey's test	36.77012638414948	5.003634223308088e-5	0.08496170911177132	6.166901105126579e-4	Up-regulated
4.415/217.11923	AC9.1	E30	-0.26124000000000003	AC9.1 vs E30	No	HILIC_Positive	ANOVA	NA	1.503338367216357	0.28609634535705575	1	1	No
4.415/217.11923	AC9.2	E30	-0.24456	AC9.2 vs E30	No	HILIC_Positive	ANOVA	NA	1.503338367216357	0.28609634535705575	1	1	No
4.415/217.11923	AC9.3	E30	-0.032339	AC9.3 vs E30	No	HILIC_Positive	ANOVA	NA	1.503338367216357	0.28609634535705575	1	1	No
4.415/217.11923	AC9.1	AC9.3	-0.2289	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	NA	1.503338367216357	0.28609634535705575	1	1	No
4.415/217.11923	AC9.2	AC9.3	-0.21222	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	NA	1.503338367216357	0.28609634535705575	1	1	No
4.415/217.11923	AC9.1	AC9.2	-0.016679	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	NA	1.503338367216357	0.28609634535705575	1	1	No
1.110/217.46573	AC9.1	E30	-0.7221	AC9.1 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	17.392374497945323	7.265847132292879e-4	1	0.00268341450529159	No
1.110/217.46573	AC9.2	E30	-0.71969	AC9.2 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	17.392374497945323	7.265847132292879e-4	1	0.00268341450529159	No
1.110/217.46573	AC9.3	E30	-0.17872	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	17.392374497945323	7.265847132292879e-4	1	0.43107162725459947	No
1.110/217.46573	AC9.1	AC9.3	-0.54337	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	17.392374497945323	7.265847132292879e-4	1	0.00953665111901245	No
1.110/217.46573	AC9.2	AC9.3	-0.54097	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	17.392374497945323	7.265847132292879e-4	1	0.00953665111901245	No
1.110/217.46573	AC9.1	AC9.2	-0.0024054	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	17.392374497945323	7.265847132292879e-4	1	0.964399774813961	No
0.773/217.46645	AC9.1	E30	-0.73692	AC9.1 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	4.559915464020258	0.03827300575137121	1	0.08426094848177146	No
0.773/217.46645	AC9.2	E30	-0.39301	AC9.2 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	4.559915464020258	0.03827300575137121	1	0.46080767919442545	No
0.773/217.46645	AC9.3	E30	0.022749	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	4.559915464020258	0.03827300575137121	1	0.9747441982952284	No
0.773/217.46645	AC9.1	AC9.3	-0.75967	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	4.559915464020258	0.03827300575137121	1	0.08426094848177146	No
0.773/217.46645	AC9.2	AC9.3	-0.41576	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	4.559915464020258	0.03827300575137121	1	0.46080767919442545	No
0.773/217.46645	AC9.1	AC9.2	-0.34391	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	4.559915464020258	0.03827300575137121	1	0.46080767919442545	No
4.494/218.07741	AC9.1	E30	0.22445	AC9.1 vs E30	No	HILIC_Positive	ANOVA	NA	1.5679619985064408	0.2712552757164715	1	1	No
4.494/218.07741	AC9.2	E30	0.38913	AC9.2 vs E30	No	HILIC_Positive	ANOVA	NA	1.5679619985064408	0.2712552757164715	1	1	No
4.494/218.07741	AC9.3	E30	-0.18245	AC9.3 vs E30	No	HILIC_Positive	ANOVA	NA	1.5679619985064408	0.2712552757164715	1	1	No
4.494/218.07741	AC9.1	AC9.3	0.4069	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	NA	1.5679619985064408	0.2712552757164715	1	1	No
4.494/218.07741	AC9.2	AC9.3	0.57158	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	NA	1.5679619985064408	0.2712552757164715	1	1	No
4.494/218.07741	AC9.1	AC9.2	-0.16468	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	NA	1.5679619985064408	0.2712552757164715	1	1	No
0.770/218.14105	AC9.1	E30	-0.73494	AC9.1 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	5.107605102454533	0.02899812759243737	1	0.05682033160746534	No
0.770/218.14105	AC9.2	E30	-0.34053	AC9.2 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	5.107605102454533	0.02899812759243737	1	0.48503133951523847	No
0.770/218.14105	AC9.3	E30	0.064209	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	5.107605102454533	0.02899812759243737	1	0.9312945127162836	No
0.770/218.14105	AC9.1	AC9.3	-0.79915	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	5.107605102454533	0.02899812759243737	1	0.05682033160746534	No
0.770/218.14105	AC9.2	AC9.3	-0.40473	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	5.107605102454533	0.02899812759243737	1	0.48503133951523847	No
0.770/218.14105	AC9.1	AC9.2	-0.39442	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	5.107605102454533	0.02899812759243737	1	0.48503133951523847	No
1.109/218.14151	AC9.1	E30	-0.74129	AC9.1 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	23.29031037099405	2.626141524604491e-4	0.44591883087784256	0.00111281702006153	No
1.109/218.14151	AC9.2	E30	-0.75916	AC9.2 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	23.29031037099405	2.626141524604491e-4	0.44591883087784256	0.00111281702006153	No
1.109/218.14151	AC9.3	E30	-0.14091	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	23.29031037099405	2.626141524604491e-4	0.44591883087784256	0.5624211264857523	No
1.109/218.14151	AC9.1	AC9.3	-0.60038	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	23.29031037099405	2.626141524604491e-4	0.44591883087784256	0.00271769396989999	No
1.109/218.14151	AC9.2	AC9.3	-0.61824	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	23.29031037099405	2.626141524604491e-4	0.44591883087784256	0.00271769396989999	No
1.109/218.14151	AC9.1	AC9.2	0.017862	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	23.29031037099405	2.626141524604491e-4	0.44591883087784256	0.8723930329471459	No
0.952/218.14211	AC9.1	E30	-0.80775	AC9.1 vs E30	No	HILIC_Positive	ANOVA	NA	3.8853615271136137	0.05538934428976162	1	1	No
0.952/218.14211	AC9.2	E30	-0.87603	AC9.2 vs E30	No	HILIC_Positive	ANOVA	NA	3.8853615271136137	0.05538934428976162	1	1	No
0.952/218.14211	AC9.3	E30	-0.53223	AC9.3 vs E30	No	HILIC_Positive	ANOVA	NA	3.8853615271136137	0.05538934428976162	1	1	No
0.952/218.14211	AC9.1	AC9.3	-0.27552	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	NA	3.8853615271136137	0.05538934428976162	1	1	No
0.952/218.14211	AC9.2	AC9.3	-0.3438	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	NA	3.8853615271136137	0.05538934428976162	1	1	No
0.952/218.14211	AC9.1	AC9.2	0.068276	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	NA	3.8853615271136137	0.05538934428976162	1	1	No
4.789/218.15196	AC9.1	E30	0.48787	AC9.1 vs E30	No	HILIC_Positive	ANOVA	NA	2.948049646792254	0.09841674998725836	1	1	No
4.789/218.15196	AC9.2	E30	0.19864	AC9.2 vs E30	No	HILIC_Positive	ANOVA	NA	2.948049646792254	0.09841674998725836	1	1	No
4.789/218.15196	AC9.3	E30	0.50178	AC9.3 vs E30	No	HILIC_Positive	ANOVA	NA	2.948049646792254	0.09841674998725836	1	1	No
4.789/218.15196	AC9.1	AC9.3	-0.013912	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	NA	2.948049646792254	0.09841674998725836	1	1	No
4.789/218.15196	AC9.2	AC9.3	-0.30315	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	NA	2.948049646792254	0.09841674998725836	1	1	No
4.789/218.15196	AC9.1	AC9.2	0.28923	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	NA	2.948049646792254	0.09841674998725836	1	1	No
0.710/218.21355	AC9.1	E30	-0.032401	AC9.1 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	6.8903037217452665	0.01314198709050322	1	1	No
0.710/218.21355	AC9.2	E30	0.5365	AC9.2 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	6.8903037217452665	0.01314198709050322	1	0.04925233328688641	No
0.710/218.21355	AC9.3	E30	0.45771	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	6.8903037217452665	0.01314198709050322	1	0.0744378936806105	No
0.710/218.21355	AC9.1	AC9.3	-0.49011	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	6.8903037217452665	0.01314198709050322	1	0.06858470521095288	No
0.710/218.21355	AC9.2	AC9.3	0.078786	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	6.8903037217452665	0.01314198709050322	1	1	No
0.710/218.21355	AC9.1	AC9.2	-0.5689	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	6.8903037217452665	0.01314198709050322	1	0.04151276824390149	No
6.243/218.97614	AC9.1	E30	-0.13571	AC9.1 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	4.839480490139267	0.03314023619387611	1	0.399002378305001	No
6.243/218.97614	AC9.2	E30	-0.13624	AC9.2 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	4.839480490139267	0.03314023619387611	1	0.399002378305001	No
6.243/218.97614	AC9.3	E30	0.10152	AC9.3 vs E30	No	HILIC_Positive	ANOVA	Tukey's test	4.839480490139267	0.03314023619387611	1	0.4327699129125563	No
6.243/218.97614	AC9.1	AC9.3	-0.23723	AC9.1 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	4.839480490139267	0.03314023619387611	1	0.07529548893095316	No
6.243/218.97614	AC9.2	AC9.3	-0.23776	AC9.2 vs AC9.3	No	HILIC_Positive	ANOVA	Tukey's test	4.839480490139267	0.03314023619387611	1	0.07529548893095316	No
6.243/218.97614	AC9.1	AC9.2	5.2556e-4	AC9.1 vs AC9.2	No	HILIC_Positive	ANOVA	Tukey's test	4.839480490139267	0.03314023619387611	1	0.9834646501382868	No
4.887/219.00619	AC9.1	E30	0.30817	AC9.1 vs E30	No	HILIC_Positive	ANOVA	NA	2.573785076549065	0.1267611571547261	1	1	No
4.887/219.00619	AC9.2	E30	0.015953	AC9.2 vs E30	No	HILIC_Positive	ANOVA	NA	2.573785076549065	0.1267611571547261	1	1	No
